Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
12/03/2025,Barcarena - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Barcarena - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Barcarena - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Barcarena - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Barcarena - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Barcarena - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Barcarena - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
19/03/2025,Barcarena - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
20/03/2025,Barcarena - PA,Nublado com chuva a tarde,Estavel,24,29,82,97,NE,Fracos
21/03/2025,Barcarena - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,30,76,97,NE,Fracos
22/03/2025,Barcarena - PA,Parcialmente nublado a nublado com chuva a tarde,Estavel,24,30,75,97,NE,Fracos
23/03/2025,Barcarena - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,24,30,73,98,NE,Fracos
24/03/2025,Barcarena - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,31,69,97,NE,Fracos
25/03/2025,Barcarena - PA,Parcialmente nublado a encoberto com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,NE,Fracos
26/03/2025,Barcarena - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,E - NE,Fracos
27/03/2025,Barcarena - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
28/03/2025,Barcarena - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
29/03/2025,Barcarena - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,NE - NW,Fracos
30/03/2025,Barcarena - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
31/03/2025,Barcarena - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
01/03/2025,Barcelos - AM,Claro a poucas nuvens,Estavel,25,34,50,85,NE,Fracos
02/03/2025,Barcelos - AM,Claro a poucas nuvens,Estavel,25,34,50,85,NE - E,Fracos
03/03/2025,Barcelos - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,24,30,70,95,E - SE,Fracos
04/03/2025,Barcelos - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,24,30,70,95,E - SE,Fracos
05/03/2025,Barcelos - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,24,30,70,95,E - SE,Fracos
06/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,31,65,95,SE - E,Fracos
07/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE - E,Fracos
08/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE - E,Calmos/Fracos
09/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,24,31,65,100,NE,Fracos
10/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE,Fracos
11/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
12/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,24,31,65,95,NE - E,Fracos
13/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,30,70,95,E - NE,Fracos
14/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,25,30,70,95,SE - E,Fracos
15/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE,Fracos
16/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,23,30,70,95,E - NE,Fracos
17/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,25,30,70,100,NE,Fracos
18/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE - E,Fracos
19/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,70,100,E - SE,Fracos
20/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,70,100,E - SE,Fracos
21/03/2025,Barcelos - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,65,95,E,Fracos
22/03/2025,Barcelos - AM,Claro a parcialmente nublado,Estavel,25,33,50,90,NE - E,Fracos
23/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,25,28,75,90,SE - E,Fracos
24/03/2025,Barcelos - AM,Parcialmente nublado a nublado com possibilidade de chuva,Estavel,25,30,65,95,E - NE,Fracos
25/03/2025,Barcelos - AM,Parcialmente nublado a poucas nuvens,Estavel,25,31,60,95,E - NE,Fracos
26/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,25,31,65,95,E,Fracos
27/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,31,65,95,E - SE,Fracos
28/03/2025,Barcelos - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,30,75,95,SE - NE,Fracos
29/03/2025,Barcelos - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,25,32,60,95,NE - E,Fracos
30/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,29,70,100,NE,Fracos
31/03/2025,Barcelos - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,29,70,100,NE - E,Fracos
01/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,32,60,100,NE,Fracos
02/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E - NE,Fracos
03/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
04/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
05/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
06/03/2025,Barreirinha - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,95,E - SE,Fracos
07/03/2025,Barreirinha - AM,Nublado com chuva e trovoadas,Estavel,23,30,70,100,NE - E,Fracos
08/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com chuva e trovoadas,Estavel,24,29,70,100,NE - SE,Fracos
09/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,100,NE - SE,Fracos
10/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,32,60,100,NE,Fracos
11/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,E - NE,Fracos
12/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
13/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE - E,Fracos
14/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,E,Fracos
15/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE - E,Fracos
16/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,25,32,65,100,E - NE,Fracos
17/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,24,31,65,100,E - NE,Fracos
18/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E,Fracos
19/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
20/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,E - NE,Fracos
21/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,100,NE - E,Fracos
22/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE - E,Fracos
23/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,NE - E,Fracos
24/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com chuva,Estavel,23,30,70,90,E - NE,Fracos
25/03/2025,Barreirinha - AM,Encoberto a parciamente nublado com chuva,Estavel,23,29,75,95,SE - NE,Fracos
26/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E,Fracos
27/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
28/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
29/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE - E,Fracos
30/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
31/03/2025,Barreirinha - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,70,100,NE,Fracos
01/03/2025,Belem - PA,Nublado com chuva a tarde e a noite,Estavel,23,29,80,97,NE,Fracos
02/03/2025,Belem - PA,Nublado com chuva a tarde,Estavel,23,29,80,98,NE,Fracos
03/03/2025,Belem - PA,Nublado com chuva a tarde e a noite,Estavel,24,29,79,97,NE,Fracos
07/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,24,31,70,100,E - NE,Fracos/Moderados
08/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,E - NE,Fracos/Moderados
09/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
10/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
11/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Belem - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
19/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
20/03/2025,Belem - PA,Nublado com chuva a tarde,Estavel,24,29,82,97,NE,Fracos
21/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,30,76,97,NE,Fracos
22/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva a tarde,Estavel,24,30,75,97,NE,Fracos
23/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,24,30,73,98,NE,Fracos
24/03/2025,Belem - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,31,69,97,NE,Fracos
25/03/2025,Belem - PA,Parcialmente nublado a encoberto com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,NE,Fracos
26/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,E - NE,Fracos
27/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
28/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
29/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,NE - NW,Fracos
30/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
31/03/2025,Belem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
01/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,24,30,73,93,NE,Fracos
02/03/2025,Belterra - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,72,94,NE,Fracos
03/03/2025,Belterra - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,74,95,NE,Fracos
07/03/2025,Belterra - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,24,31,65,95,E - NE,Fracos/Moderados
08/03/2025,Belterra - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,24,30,65,95,E - NE,Fracos/Moderados
09/03/2025,Belterra - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE,Fracos/Moderados
10/03/2025,Belterra - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE,Fracos/Moderados
11/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Belterra - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,24,30,74,96,NE,Fracos
19/03/2025,Belterra - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,29,76,97,NE,Fracos
20/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Estavel,24,30,74,97,NE,Fracos
21/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,24,30,74,96,NE,Fracos
22/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Estavel,24,30,73,95,NE,Fracos
23/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Estavel,24,30,73,97,NE,Fracos
25/03/2025,Belterra - PA,Nublado a parcialmente nublado com chuva e trovoadas na madrugada,Estavel,24,31,70,95,NE,Fracos
26/03/2025,Belterra - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,30,70,95,NE,Fracos
27/03/2025,Belterra - PA,Nublado a parcialmente nublado com pancadas de chuva e trovoadas na madrugada,Estavel,24,30,70,95,NE,Fracos
28/03/2025,Belterra - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,31,70,95,NE,Fracos
29/03/2025,Belterra - PA,Encoberto a parciamente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,24,29,70,100,NE,Fracos
30/03/2025,Belterra - PA,Nublado a parcialmente nublado com pancadas de chuva e trovoadas na madrugada,Estavel,24,30,70,100,NE,Fracos
31/03/2025,Belterra - PA,Nublado a parcialmente nublado com pancadas de chuva e trovoadas na madrugada,Estavel,24,30,70,100,NE,Fracos
01/03/2025,Benevides - PA,Nublado com chuva a tarde e a noite,Estavel,23,29,80,97,NE,Fracos
02/03/2025,Benevides - PA,Nublado com chuva a tarde,Estavel,23,29,80,98,NE,Fracos
03/03/2025,Benevides - PA,Nublado com chuva a tarde e a noite,Estavel,24,29,79,97,NE,Fracos
07/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,24,31,70,100,E - NE,Fracos/Moderados
08/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,E - NE,Fracos/Moderados
09/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
10/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
11/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Benevides - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
19/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
20/03/2025,Benevides - PA,Nublado com chuva a tarde,Estavel,24,29,82,97,NE,Fracos
21/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,30,76,97,NE,Fracos
22/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva a tarde,Estavel,24,30,75,97,NE,Fracos
23/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,24,30,73,98,NE,Fracos
24/03/2025,Benevides - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,31,69,97,NE,Fracos
25/03/2025,Benevides - PA,Parcialmente nublado a encoberto com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,NE,Fracos
26/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,E - NE,Fracos
27/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
28/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
29/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,NE - NW,Fracos
30/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
31/03/2025,Benevides - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
01/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,70,100,E - SE,Fracos
02/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva,Estavel,23,30,70,100,S - SE,Fracos
03/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva,Estavel,23,29,60,100,E - SE,Fracos
04/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva,Estavel,23,29,60,100,E - SE,Fracos
05/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva,Estavel,23,29,60,100,E - SE,Fracos
06/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva,Estavel,23,30,70,100,E - NW,Fracos
07/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,29,70,100,NE - NW,Fracos
08/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,NE,Fracos
09/03/2025,Benjamin Constant - AM,Nublado com chuva,Estavel,23,30,70,100,E - NE,Fracos
10/03/2025,Benjamin Constant - AM,Nublado com chuva,Estavel,23,28,75,100,E,Fracos
11/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,29,70,100,SE,Fracos
12/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,29,75,100,SE,Fracos
13/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,SE - E,Fracos
14/03/2025,Benjamin Constant - AM,Nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,28,75,100,NE - E,Fracos
15/03/2025,Benjamin Constant - AM,Nublado com pancadas de chuva e trovoadas,Estavel,23,29,70,100,SE - E,Fracos
16/03/2025,Benjamin Constant - AM,Nublado com pancadas de chuva,Estavel,23,31,65,100,NE - SE,Fracos
17/03/2025,Benjamin Constant - AM,Nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NW,Fracos
18/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva e trovoadas,Estavel,23,29,75,100,NE,Fracos
19/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,70,100,E - NE,Calmos/Fracos
20/03/2025,Benjamin Constant - AM,Nublado a poucas nuvens com pancadas de chuva isoladas,Estavel,25,31,65,95,E - N,Fracos
21/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,24,30,70,100,NE - SW,Fracos/Calmos
22/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,29,70,100,NE - E,Fracos/Calmos
23/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Elevacao,23,31,75,100,E - SE,Fracos
24/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com chuva,Estavel,22,30,70,95,E - SE,Fracos
25/03/2025,Benjamin Constant - AM,Nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,29,80,100,NE - E,Fracos
26/03/2025,Benjamin Constant - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,32,60,95,E - SW,Calmos/Fracos
27/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,70,100,E - NE,Fracos
28/03/2025,Benjamin Constant - AM,Nublado com pancadas de chuva,Estavel,24,29,75,100,NE,Fracos
29/03/2025,Benjamin Constant - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,NE,Fracos
30/03/2025,Benjamin Constant - AM,Nublado com chuva,Estavel,23,31,65,100,SE - E,Fracos
31/03/2025,Benjamin Constant - AM,Nublado com chuva,Estavel,24,28,80,100,NE - E,Fracos
01/03/2025,Beruri - AM,Claro a parcialmente nublado,Estavel,26,33,55,90,NE - SE,Fracos
02/03/2025,Beruri - AM,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas,Estavel,25,31,65,95,E - SE,Fracos
03/03/2025,Beruri - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,30,70,95,E - SE,Fracos
04/03/2025,Beruri - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,30,70,95,E - SE,Fracos
05/03/2025,Beruri - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,30,70,95,E - SE,Fracos
06/03/2025,Beruri - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,25,32,60,95,E - NE,Fracos
07/03/2025,Beruri - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE - SW,Fracos
08/03/2025,Beruri - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,25,30,70,100,E - NE,Fracos
09/03/2025,Beruri - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,25,32,60,100,E - SE,Fracos
10/03/2025,Beruri - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,30,70,100,SE - N,Fracos
11/03/2025,Beruri - AM,Nublado a parcialmente nublado com chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
